gc,length,umap_1,umap_2
41.8,1000,7.396024,11.216125
41.6,1000,7.273981,11.845566
39.8,1000,7.31037,11.696299
41.2,1000,7.754169,11.3336935
45.4,1000,7.3321066,11.901781
46.8,1000,7.2272534,12.060251
46.7,1000,8.284949,11.963117
43.1,1000,8.40059,12.442171
38.8,1000,7.334037,11.346358
36.8,1000,7.6488385,11.155459
39.1,1000,7.399106,12.0236
44.3,1000,7.5458436,11.462438
45.7,1000,7.5727377,12.146804
39.8,1000,8.14085,12.4391575
40.8,1000,7.5087614,11.288817
44.5,1000,7.573225,11.537237
41.9,1000,7.6936407,12.284864
43.4,1000,7.613631,11.591241
45.8,1000,7.5959735,11.745996
46.3,1000,7.664889,11.85028
43.3,1000,7.3479137,12.007722
37.7,1000,7.4319215,11.83133
37.8,1000,8.314355,11.873176
39.2,1000,7.6968627,11.279489
38.1,1000,8.078365,11.8111
38.2,1000,7.8154163,11.126772
37.9,1000,8.199199,11.849736
38.9,1000,7.7222524,11.643755
38.6,1000,7.854605,11.44155
38.5,1000,8.247637,12.099502
38.5,1000,7.909855,11.509741
38.0,1000,8.024923,12.283925
37.6,1000,8.112618,11.594371
37.3,1000,7.5782943,12.079642
38.0,1000,7.7783523,11.523915
39.8,1000,8.263937,11.822364
39.9,1000,7.42266,11.7100725
33.8,1000,7.978141,11.715814
36.9,1000,7.9190364,11.414644
45.5,1000,7.6261854,11.837864
46.3,1000,7.6028123,11.713885
46.1,1000,7.965112,11.474629
46.6,1000,7.6550517,11.956229
46.6,1000,7.7401195,11.612324
46.6,1000,7.6788816,11.661164
49.9,1000,8.156729,11.949117
53.2,1000,8.152769,11.777675
49.4,1000,7.872508,11.875641
48.6,1000,7.723851,11.596227
53.2,1000,7.9843564,11.535324
53.6,1000,7.9470778,11.931694
52.1,1000,7.8770566,11.972704
50.8,1000,7.901274,11.804204
51.4,1000,7.5606337,11.807807
51.2,1000,7.801241,11.744132
47.1,1000,8.17251,12.193656
46.7,1000,7.758561,11.759283
44.8,1000,8.125619,11.666693
45.6,1000,7.962555,11.903938
50.8,1000,9.179951,10.9222355
49.0,1000,9.283449,9.954052
49.8,1000,9.219057,10.530458
49.8,1000,9.203754,10.318448
44.9,1000,9.105626,10.048505
43.9,1000,9.0624075,11.578967
45.4,1000,8.874351,10.366912
45.9,1000,8.886924,10.399406
44.7,1000,8.887104,10.53014
48.6,1000,9.083762,11.758423
39.6,1000,9.150388,11.233633
42.7,1000,9.087465,11.533697
39.2,1000,8.587351,12.168814
35.4,1000,8.705004,12.024116
38.5,1000,8.634525,11.8350525
40.4,1000,8.506876,11.732737
43.6,1000,8.378197,11.251617
42.9,1000,8.425964,10.778891
42.2,1000,8.091267,10.937552
46.6,1000,8.068345,11.177225
44.8,1000,8.266193,10.811888
41.7,1000,8.001516,11.021125
40.6,1000,8.286879,10.552373
39.2,1000,8.233862,11.12712
41.1,1000,8.071648,10.883216
41.9,1000,7.5198174,11.434386
42.9,1000,8.155492,10.869935
43.5,1000,6.824933,11.288137
44.4,1000,8.114789,10.888197
43.2,1000,8.048665,11.910247
39.7,1000,7.8263273,11.761299
37.3,1000,7.809718,10.873645
38.2,1000,7.972116,10.977073
37.6,1000,7.25278,10.857432
36.4,1000,7.579363,10.88757
39.0,1000,7.9837976,11.154512
41.3,1000,7.3808784,11.329301
42.3,1000,7.218466,12.396456
43.6,1000,6.986353,11.4757595
43.7,1000,7.0961785,11.511834
40.6,1000,7.287474,11.662925
38.9,1000,7.087085,11.49569
40.1,1000,7.2447934,11.597487
41.5,1000,7.088184,11.826033
38.5,1000,7.3370166,11.7949
34.9,1000,7.038569,11.400525
51.1,1000,7.2181854,12.178119
53.6,1000,7.3129735,11.835348
57.3,1000,7.1981015,11.319129
54.9,1000,7.186478,11.694007
50.2,1000,7.464139,12.409527
51.1,1000,7.0577106,12.054565
55.5,1000,7.416688,11.90581
49.8,1000,7.6741314,12.55563
51.9,1000,7.3215904,12.29492
50.2,1000,7.4864883,11.474344
46.7,1000,7.460471,12.324102
47.7,1000,7.448141,11.662237
48.9,1000,7.245859,12.069878
48.1,1000,7.376123,12.249084
50.2,1000,7.4904876,12.200996
50.4,1000,8.255292,12.451047
50.9,1000,7.489732,11.955721
50.4,1000,7.137767,11.996476
44.1,1000,7.5570955,12.268079
46.0,1000,7.1103654,12.229627
48.1,1000,8.007999,12.452194
42.0,1000,7.330996,12.303279
40.4,1000,7.3981743,12.040838
44.7,1000,7.9280224,12.347394
46.0,1000,7.7334356,11.737593
44.6,1000,7.9112377,12.298281
42.3,1000,7.799383,12.172104
40.6,1000,7.496199,12.07312
44.2,1000,8.267734,12.500241
50.0,1000,8.449375,12.057163
53.5,1000,7.3574085,12.038347
50.7,1000,8.2047825,11.922871
45.1,1000,8.291873,12.513797
46.1,1000,8.199812,12.262027
48.1,1000,8.159416,12.371325
47.9,1000,8.151103,12.275916
45.0,1000,7.797173,12.188029
41.7,1000,7.7593136,11.845723
43.5,1000,7.885826,12.471428
43.1,1000,8.050037,12.233445
42.4,1000,8.132352,12.303035
42.4,1000,8.0860195,12.26792
41.4,1000,8.255481,12.230179
42.4,1000,8.400948,12.005697
41.6,1000,8.134542,12.071012
41.8,1000,7.9889374,11.939847
44.3,1000,8.037861,11.953529
39.7,1000,8.05772,12.184775
31.9,1000,8.180694,12.005324
37.9,1000,8.185555,11.824878
45.4,1000,8.353077,12.316514
41.7,1000,7.749849,12.119611
43.2,1000,7.9180403,12.108189
46.5,1000,8.323589,12.069223
46.5,1000,7.9240737,12.09491
44.4,1000,8.394453,12.063831
40.2,1000,7.755961,12.231479
42.7,1000,7.9127445,12.055544
42.4,1000,8.370613,12.220927
43.1,1000,8.165906,12.43629
47.0,1000,8.087674,12.409617
46.1,1000,7.798108,11.687142
46.0,1000,8.028447,12.077828
44.3,1000,8.315256,12.3819275
31.8,1000,8.185624,12.294449
37.2,1000,8.014036,11.589497
44.1,1000,7.9710546,12.103605
44.4,1000,8.081129,12.470974
42.6,1000,7.9558268,12.01062
40.1,1000,8.146636,11.857895
41.6,1000,8.009277,12.294511
42.8,1000,8.114278,11.680554
41.0,1000,8.254237,11.44
41.5,1000,8.126457,11.259953
43.5,1000,8.993285,11.4559355
42.5,1000,8.159112,11.336491
39.7,1000,8.059345,11.651052
38.1,1000,8.591541,11.278769
39.0,1000,8.289406,9.6850395
41.6,1000,9.479723,10.470858
41.2,1000,9.315186,11.00399
40.1,1000,8.862735,10.076977
37.9,1000,9.461652,11.288048
40.3,1000,9.149241,10.685062
46.0,1000,8.801796,10.772232
48.9,1000,8.465441,9.945309
48.3,1000,9.011958,10.771982
43.6,1000,9.159626,10.90215
37.4,1000,9.014397,10.33444
35.4,1000,9.312946,11.331609
40.2,1000,8.969199,10.247315
41.0,1000,8.7619705,10.028499
39.1,1000,8.304508,9.932586
39.9,1000,8.520911,10.519735
40.7,1000,8.47563,10.187154
39.4,1000,8.361063,10.3268795
37.9,1000,8.076738,10.489521
39.8,1000,8.176744,10.173061
42.2,1000,8.344605,10.317875
42.4,1000,8.179531,10.547159
44.1,1000,7.7506146,10.735623
43.0,1000,8.617588,12.092127
40.2,1000,8.101668,10.714592
40.4,1000,7.9656096,10.585313
41.1,1000,7.2382784,10.216856
42.5,1000,7.769976,10.548946
40.8,1000,7.792462,10.575718
37.9,1000,7.3006773,10.572353
41.1,1000,7.711367,10.434224
40.2,1000,8.181701,11.068099
40.5,1000,8.027337,10.728478
45.5,1000,7.6652026,10.868469
44.2,1000,7.8780837,10.82071
44.8,1000,7.423179,10.752265
42.8,1000,7.597751,10.613618
41.4,1000,7.10181,11.250982
44.4,1000,7.906194,10.926162
43.9,1000,7.4648476,12.121971
43.9,1000,6.807331,11.686634
44.9,1000,6.923281,11.324622
44.9,1000,7.4072604,11.047739
42.3,1000,7.4338207,10.815955
43.5,1000,7.490856,11.175756
45.9,1000,8.029492,11.467511
40.2,1000,7.4180884,12.698924
36.3,1000,7.526746,10.898184
37.9,1000,8.3698225,11.834128
39.5,1000,7.5891976,10.8762665
41.0,1000,7.2513046,11.75475
42.2,1000,8.160565,11.064323
41.0,1000,7.882342,11.201514
40.7,1000,7.7240024,11.301101
45.8,1000,7.7715683,11.597232
46.5,1000,7.2285094,11.562103
45.0,1000,7.6280127,11.473031
48.2,1000,8.211225,11.533275
45.4,1000,7.9552774,11.189448
48.0,1000,8.562079,12.296467
53.4,1000,7.534185,11.081571
47.3,1000,8.572029,12.302431
42.1,1000,8.708115,11.761467
47.0,1000,8.419601,11.530368
47.2,1000,8.368872,11.819595
45.6,1000,8.065989,11.378063
51.3,1000,8.058899,11.916024
48.1,1000,8.2715435,12.560052
43.6,1000,8.252128,11.88091
46.9,1000,8.595764,12.190655
48.6,1000,8.2837515,11.154394
43.1,1000,8.41653,11.365752
37.0,1000,8.277462,11.396842
40.6,1000,8.341391,10.809911
43.4,1000,8.656889,12.093479
43.1,1000,8.683776,11.568007
44.8,1000,8.431687,10.427643
41.8,1000,8.50222,11.795839
38.3,1000,8.262833,11.147359
38.4,1000,8.667407,11.219189
40.9,1000,8.698336,11.861449
40.6,1000,8.224354,11.634757
39.6,1000,8.482307,11.143779
42.3,1000,8.494309,10.7112255
45.3,1000,8.350868,11.028518
44.9,1000,8.436731,12.19471
44.5,1000,8.592053,11.765325
46.3,1000,8.61018,11.570842
47.3,1000,8.615738,11.727438
46.2,1000,8.586086,11.213395
41.0,1000,8.755902,10.882846
43.6,1000,8.528617,11.274585
45.5,1000,8.462979,11.412828
45.2,1000,8.225554,10.773514
46.7,1000,8.50333,11.770066
43.1,1000,8.519169,11.273913
41.9,1000,8.416565,11.568664
43.9,1000,8.198053,10.772393
45.3,1000,8.06015,10.990812
46.0,1000,8.582428,11.322316
44.4,1000,8.441963,10.982589
41.7,1000,8.179314,11.550414
40.6,1000,8.290088,11.415511
43.8,1000,8.377334,10.965517
44.8,1000,8.25583,10.537075
44.0,1000,8.181527,11.4904175
44.9,1000,8.650028,10.693293
43.4,1000,8.287567,11.436797
43.3,1000,8.74305,11.377196
44.2,1000,8.363081,11.007791
44.4,1000,8.476591,10.6982155
44.0,1000,8.128522,10.509121
42.0,1000,8.513759,11.156715
43.4,1000,8.614961,10.864225
48.2,1000,8.564991,11.078195
44.7,1000,8.569367,11.528527
37.8,1000,8.748731,10.610362
35.7,1000,8.578135,10.968672
37.2,1000,8.464724,11.280064
37.5,1000,8.684938,10.882861
36.8,1000,8.670254,11.525631
42.4,1000,8.637658,10.73605
41.8,1000,8.7076645,11.113792
40.2,1000,8.927697,11.226383
42.0,1000,9.163097,10.459569
44.7,1000,9.470494,11.100051
44.2,1000,9.30726,10.76657
38.8,1000,9.340871,10.996133
37.9,1000,9.230889,12.237725
41.8,1000,9.312182,11.955312
41.4,1000,9.413745,11.361754
43.1,1000,9.070358,10.223972
44.3,1000,8.992408,10.567238
42.0,1000,6.6597915,12.065732
35.7,1000,8.845436,10.323315
32.3,1000,8.960457,10.3820095
30.9,1000,9.052081,10.818145
30.3,1000,9.206209,10.836979
29.4,1000,7.5227065,12.812254
27.2,1000,9.223208,11.051949
32.2,1000,7.5704026,12.738989
35.7,1000,9.172168,11.0596
34.3,1000,8.695722,10.147755
32.7,1000,8.96993,12.1002
29.9,1000,8.585533,12.459217
37.3,1000,7.6290674,12.689891
39.1,1000,6.910166,12.190826
39.0,1000,6.7837114,11.9895115
40.3,1000,7.1184607,10.994779
40.2,1000,6.725999,12.264756
41.2,1000,8.55519,10.487369
37.6,1000,7.957786,12.965701
32.4,1000,8.4855385,10.379606
30.1,1000,8.311466,10.560182
29.0,1000,8.569492,10.62361
31.4,1000,7.171356,12.536351
34.9,1000,6.8202076,12.273436
35.8,1000,6.9135,12.546655
37.9,1000,6.955072,12.098387
42.1,1000,8.183738,10.621245
42.8,1000,7.2503614,10.638056
40.6,1000,7.0311766,12.064554
40.3,1000,6.8960304,11.731532
41.1,1000,7.060422,12.324776
35.6,1000,7.660666,12.613485
41.4,1000,6.9375105,12.329538
48.2,1000,6.98121,11.3264065
50.7,1000,7.394668,12.688281
52.0,1000,7.205941,10.914224
48.1,1000,6.65602,11.621995
48.0,1000,7.007819,12.058092
49.8,1000,7.5536737,12.565947
50.4,1000,7.1818995,12.174906
51.1,1000,7.383394,11.795154
46.8,1000,7.3230243,12.501212
40.2,1000,7.1987977,12.536292
33.5,1000,7.4763703,12.647557
32.8,1000,7.0418797,12.091659
39.0,1000,7.0969625,12.1577215
41.0,1000,7.3627853,12.295405
42.3,1000,7.4184966,11.733241
46.9,1000,8.6260805,12.452373
49.7,1000,7.6744695,12.439628
47.9,1000,7.9174337,11.132803
43.8,1000,7.9177046,11.527915
40.8,1000,7.39323,12.6540575
41.0,1000,7.6714277,12.305321
41.2,1000,7.3610744,12.126945
36.3,1000,8.933949,12.230388
34.4,1000,9.096198,11.782906
34.3,1000,9.040798,12.00216
35.8,1000,7.7310734,12.566875
41.9,1000,8.745777,10.918396
41.0,1000,8.744806,11.899944
43.0,1000,8.695124,11.978587
42.3,1000,8.946027,12.018561
40.1,1000,8.026223,11.299133
40.4,1000,9.052556,11.653296
38.7,1000,8.986809,12.074999
39.6,1000,8.265377,11.710628
42.4,1000,8.769569,11.760434
44.4,1000,8.839999,11.953878
42.4,1000,8.936272,11.174808
42.9,1000,7.856963,12.568837
43.3,1000,8.158097,10.403624
42.0,1000,8.307509,11.362318
40.5,1000,8.742272,10.96858
39.7,1000,8.759756,11.124107
41.0,1000,8.853399,11.461569
35.7,1000,9.0662365,11.497488
35.6,1000,8.5254135,10.879936
41.9,1000,8.936545,10.989879
43.4,1000,8.572521,12.023284
43.0,1000,8.875619,11.227869
42.3,1000,8.906919,12.033597
42.8,1000,9.021932,11.66382
45.7,1000,9.043711,11.323995
45.7,1000,8.911806,11.035369
42.0,1000,8.583992,12.028348
41.7,1000,8.7275505,10.971775
43.0,1000,8.772575,12.274549
41.1,1000,8.978657,11.719241
41.2,1000,8.766368,11.841158
42.5,1000,8.8618,11.262902
42.5,1000,8.5658655,11.483813
44.9,1000,8.873339,11.386024
48.9,1000,9.089629,11.606169
48.4,1000,8.5861435,11.025956
46.6,1000,8.845519,11.341942
47.9,1000,8.909361,11.270803
47.0,1000,8.592569,11.747295
48.2,1000,8.742078,11.491518
46.6,1000,8.751354,11.27422
44.0,1000,9.013781,11.431479
45.0,1000,8.226895,12.417877
45.9,1000,9.045649,11.576102
44.6,1000,7.225218,9.898376
47.1,1000,8.626544,11.464317
48.8,1000,8.244176,10.54042
45.3,1000,8.046494,12.205831
43.9,1000,7.257287,11.165489
42.1,1000,7.00626,11.969801
41.2,1000,8.584042,11.4571085
40.1,1000,7.742501,12.245733
37.4,1000,7.708914,12.070498
41.4,1000,7.9646025,11.492382
44.1,1000,7.664922,11.405251
47.7,1000,7.9054866,11.977675
47.9,1000,6.6762533,11.196928
41.4,1000,7.122851,11.127352
42.5,1000,7.5520797,9.645845
45.4,1000,8.022608,9.776401
46.0,1000,8.434249,9.82643
45.0,1000,8.170874,9.761629
44.9,1000,7.9701757,9.944557
46.7,1000,7.6287284,9.557432
39.6,1000,8.656289,9.766482
44.5,1000,8.051048,9.673064
43.4,1000,8.235168,9.923199
43.4,1000,7.5463057,9.705971
45.1,1000,6.7817616,11.624601
47.5,1000,8.599646,10.277178
51.0,1000,8.309148,10.005813
49.5,1000,8.377144,10.129802
41.6,1000,7.3351035,9.735206
43.2,1000,7.7279778,10.030442
46.4,1000,7.846614,9.83695
43.2,1000,8.325669,10.050167
46.2,1000,7.7935133,9.919799
50.1,1000,8.592229,10.182369
52.3,1000,8.527351,10.281763
54.9,1000,7.739521,9.792417
52.3,1000,7.897385,9.9664
45.6,1000,8.073254,10.118433
45.5,1000,7.438751,10.025459
45.0,1000,7.9003882,10.2265415
45.0,1000,7.956422,10.121662
45.5,1000,7.23558,10.504824
47.7,1000,7.873785,10.156666
45.1,1000,7.164301,10.706756
42.1,1000,7.003503,9.959314
45.2,1000,7.465145,10.199813
46.8,1000,7.48215,10.592668
43.8,1000,6.696315,11.052062
42.0,1000,7.813435,10.315987
42.3,1000,7.8402686,10.223213
41.9,1000,6.8280797,11.683469
41.1,1000,7.3965583,10.42853
44.9,1000,7.672858,10.607458
48.5,1000,7.3460755,10.62918
45.9,1000,7.685233,10.221232
46.5,1000,6.856929,9.949447
47.1,1000,7.33977,10.335254
44.0,1000,7.782924,10.199972
42.0,1000,6.825604,11.836053
39.5,1000,7.0668235,11.139672
39.5,1000,6.9339027,10.898153
39.7,1000,6.831314,10.199348
34.2,1000,7.007882,10.944719
33.4,1000,7.610724,10.31213
38.2,1000,6.9403872,11.747689
41.6,1000,7.0389423,10.514927
44.4,1000,6.9119344,11.737049
44.5,1000,7.405713,10.967536
43.2,1000,7.610803,10.628694
43.0,1000,7.6346326,10.2034445
44.2,1000,7.2595086,10.750268
44.3,1000,6.937487,10.143016
44.4,1000,7.730634,10.397683
44.1,1000,6.794954,10.718911
42.5,1000,7.2111354,10.202879
42.8,1000,6.8188796,11.869807
40.8,1000,7.225644,11.4112625
40.8,1000,6.9750586,9.954493
44.4,1000,7.170927,11.491432
44.0,1000,6.904109,11.422844
41.7,1000,7.3728886,10.094794
41.2,1000,7.394765,10.359794
40.5,1000,7.0145197,9.96186
41.5,1000,6.7471943,10.671213
41.9,1000,7.043198,10.836288
37.4,1000,7.348882,10.346015
38.4,1000,7.32095,10.038098
42.3,1000,7.4665174,10.538141
42.9,1000,7.249578,10.19377
40.0,1000,7.0798106,10.116335
40.1,1000,6.5062914,10.704421
43.4,1000,7.214405,10.75001
44.9,1000,6.9945645,11.21726
45.3,1000,7.4721575,10.40585
42.7,1000,6.408627,10.349573
43.2,1000,7.3049088,10.358543
43.8,1000,7.104758,10.24049
41.0,1000,6.5006866,10.215866
41.1,1000,7.020688,10.300311
43.8,1000,7.0234756,10.46325
44.0,1000,7.054704,11.311467
47.6,1000,6.7746725,10.348741
49.4,1000,6.4004097,10.490555
49.6,1000,6.9211955,10.568292
49.6,1000,6.715369,10.146479
49.2,1000,7.055835,10.783932
49.5,1000,7.2541738,9.964977
48.7,1000,6.774439,10.359632
45.4,1000,7.069311,10.324535
44.2,1000,6.1459565,10.340618
45.9,1000,6.878836,10.642249
45.6,1000,6.6575766,11.040022
45.8,1000,6.645235,10.806856
44.6,1000,6.811239,10.280714
44.4,1000,6.70068,10.939417
40.9,1000,6.675967,10.614593
39.6,1000,6.566624,10.074392
40.1,1000,7.1575403,10.425122
41.5,1000,6.7257,11.354561
42.0,1000,6.676175,10.794227
42.2,1000,7.0197735,10.511464
43.0,1000,6.564809,10.225482
41.5,1000,7.081412,10.467783
41.8,1000,6.5299363,10.854159
41.1,1000,6.718593,10.617755
40.7,1000,6.7495375,10.972376
40.5,1000,7.0559773,10.740821
41.1,1000,6.394029,10.366368
39.6,1000,6.3298097,10.476154
37.8,1000,6.461857,10.982799
37.4,1000,6.463666,11.003935
33.4,1000,6.430782,10.6579485
33.5,1000,6.348801,10.564076
38.7,1000,6.4440365,10.728579
39.5,1000,6.516416,10.285168
37.7,1000,6.3583426,10.901881
39.8,1000,5.386912,12.353552
41.9,1000,5.422914,11.161234
41.2,1000,6.12981,13.308595
40.0,1000,5.3946295,11.106394
38.8,1000,5.7071347,10.561904
40.5,1000,5.4914656,11.22194
41.9,1000,5.461153,11.905501
37.8,1000,6.286314,11.650309
37.9,1000,6.074602,11.370964
41.6,1000,5.690085,10.846331
40.3,1000,5.7354875,10.8968525
40.8,1000,6.104732,10.75371
44.4,1000,5.9349394,10.629235
44.1,1000,5.669662,12.494261
42.1,1000,6.0420723,11.77203
43.5,1000,6.08921,10.743264
42.9,1000,5.4778585,11.885746
41.8,1000,5.8661904,11.722452
40.8,1000,5.5226116,11.216832
43.0,1000,6.069758,11.084407
45.3,1000,6.1638417,11.057869
41.9,1000,5.624524,11.53368
40.4,1000,6.0533204,10.691184
40.9,1000,5.624099,11.363793
42.3,1000,5.7722325,11.04589
43.5,1000,6.0724373,11.094519
43.8,1000,5.9842463,11.189331
43.3,1000,6.2656236,10.573202
38.3,1000,5.4379044,11.71821
39.4,1000,5.592071,10.721558
43.0,1000,6.0143166,10.898047
38.6,1000,6.029272,11.185982
34.5,1000,5.974338,11.235568
35.7,1000,6.3477244,11.057216
41.3,1000,5.5537434,11.374072
41.0,1000,5.9136214,11.464346
38.2,1000,5.7974935,11.640682
37.9,1000,7.0019183,12.894442
39.6,1000,6.900417,11.386508
40.8,1000,7.2768617,13.182125
37.2,1000,7.7542715,10.77868
38.0,1000,8.267529,9.910679
42.4,1000,8.693306,13.494349
42.4,1000,9.768523,12.017626
42.4,1000,6.1991763,9.78915
43.3,1000,8.34788,11.331921
39.8,1000,9.163059,9.851234
39.9,1000,7.0444813,12.404049
43.3,1000,9.820298,10.63452
44.4,1000,8.820321,12.656132
41.8,1000,7.37682,9.272914
38.9,1000,8.749552,11.809439
39.8,1000,6.5902634,11.748393
39.7,1000,7.020816,12.388578
38.4,1000,5.81482,11.563162
36.8,1000,5.7697597,12.452425
37.1,1000,6.204134,11.251247
38.7,1000,6.2981877,11.731764
38.2,1000,6.444572,11.291446
34.7,1000,6.2258525,11.717425
34.9,1000,6.7688413,12.191486
35.8,1000,5.770894,11.98161
34.7,1000,6.658626,11.678482
36.6,1000,6.3470654,11.663161
37.9,1000,5.9291034,11.839119
38.7,1000,6.5733395,11.292475
40.6,1000,6.5454006,11.668594
39.4,1000,6.101,11.759763
36.5,1000,5.6679087,11.882
35.0,1000,6.5309234,11.195306
35.8,1000,6.5233173,11.276943
37.5,1000,5.9211264,12.188425
37.5,1000,6.2181478,12.162207
36.5,1000,6.380987,11.351146
36.7,1000,5.990528,11.530091
37.1,1000,6.0150247,12.6561985
36.2,1000,6.385879,12.740302
36.6,1000,5.996406,11.444278
39.5,1000,5.6760035,12.227044
40.5,1000,5.6749806,12.330561
39.4,1000,6.5795827,12.016881
40.1,1000,6.5258193,11.839164
40.1,1000,6.1422596,12.039829
40.0,1000,6.668143,11.729486
41.2,1000,6.172169,11.713227
41.7,1000,6.1083364,12.450578
41.4,1000,6.5872536,11.4935055
40.0,1000,6.174423,11.863512
39.5,1000,6.042635,11.397296
43.1,1000,6.3619657,11.37128
41.8,1000,6.292842,11.732165
39.2,1000,6.2594476,11.819531
44.2,1000,6.09276,12.241094
46.8,1000,5.6525517,12.119836
44.8,1000,6.0917993,12.511833
42.2,1000,6.265406,12.057224
41.0,1000,6.2040186,12.251118
41.3,1000,6.4758663,12.201545
41.1,1000,6.780855,11.8858385
41.7,1000,5.9293394,12.116464
38.7,1000,6.373572,11.773856
37.0,1000,5.967337,12.03108
40.5,1000,6.0160255,12.557509
40.3,1000,6.0457673,12.210643
40.6,1000,6.593444,13.604647
41.7,1000,6.3695445,12.366229
42.5,1000,5.949063,12.931322
39.9,1000,6.495629,12.216353
37.2,1000,6.2672863,12.712383
41.5,1000,6.100875,12.4336815
42.0,1000,6.212067,13.283279
40.2,1000,6.021357,12.391682
40.4,1000,6.7087054,12.186697
38.3,1000,6.0822563,12.9547
41.2,1000,6.440926,12.179693
47.1,1000,6.1876383,13.017194
46.4,1000,6.7955365,13.29082
42.4,1000,7.389444,13.29841
36.6,1000,6.5088797,12.915929
32.7,1000,6.6239886,13.309631
33.5,1000,7.080036,13.629831
35.0,1000,6.8325286,13.414955
34.3,1000,6.5671206,13.279437
36.8,1000,6.240133,12.659811
43.7,1000,7.5256195,13.857699
49.7,1000,7.0164113,13.32505
52.2,1000,7.02537,12.715549
49.6,1000,7.2193866,13.772553
43.3,1000,7.2364216,12.70926
40.7,1000,6.8919473,12.6682005
45.5,1000,6.954176,12.695428
48.4,1000,7.379026,12.998714
45.6,1000,5.9863205,13.096767
46.0,1000,6.3012233,13.154929
47.0,1000,6.369797,13.671975
46.2,1000,6.7858276,13.681744
48.1,1000,6.9892335,13.063641
49.2,1000,6.161263,12.898883
45.0,1000,6.44468,13.418414
41.5,1000,7.500196,13.722657
41.7,1000,6.377213,13.07609
37.0,1000,6.744918,13.220116
40.7,1000,6.649545,12.93757
38.0,1000,6.7458262,13.147271
40.3,1000,6.4919066,12.833412
40.7,1000,6.5320406,12.657717
41.3,1000,6.898246,12.815542
44.3,1000,6.632564,12.747628
46.7,1000,7.064115,12.915092
51.8,1000,6.7815022,13.5525
52.5,1000,6.992798,13.035926
45.3,1000,6.6833096,12.781624
41.7,1000,7.3210154,13.399118
39.6,1000,7.0319543,13.659499
37.8,1000,6.4024773,12.841075
39.4,1000,6.523385,13.054552
39.6,1000,6.66693,13.146361
43.4,1000,6.362534,12.377918
49.0,1000,6.328431,12.284526
52.3,1000,6.8219953,12.555494
47.1,1000,6.534633,12.27544
44.5,1000,6.5908065,12.795788
50.1,1000,6.554689,12.311661
55.4,1000,6.377056,12.54875
54.6,1000,6.438724,12.391417
51.7,1000,6.4211626,12.578119
52.0,1000,6.609805,12.56311
49.0,1000,6.626776,12.6310835
45.7,1000,6.949293,12.918845
39.0,1000,6.4554353,12.845326
30.2,1000,6.8587008,13.159656
37.3,1000,7.1195817,12.725767
46.0,1000,7.0730605,13.128823
47.2,1000,7.0153637,13.144374
48.5,1000,6.7789016,12.871061
45.9,1000,6.924281,12.464679
43.7,1000,9.434664,13.280005
44.5,1000,7.00037,13.236444
45.4,1000,7.5742044,13.66991
47.8,1000,7.0222297,13.060374
49.6,1000,7.448573,13.703326
47.7,1000,7.070852,12.607452
45.7,1000,7.0302963,13.171468
